29,ひとくち手割りカリカリ梅,3.7,0.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724155.jpg
30,あぶり焼きスルメソーメン,4.7,11.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4823018.jpg
31,カニカマつみれ,4.8,3.6,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271264.jpg
32,ごぼう巻（国産ごぼう使用）,5.2,4.1,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271059.jpg
33,ウインナー巻（あらびきウインナー使用）,5.3,5.3,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271042.jpg
34,炭火焼鶏つくね串（軟骨入り）,5.4,6.5,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271189.jpg
35,アイスカフェラテM,5.4,3.7,コーヒー・フラッペ,Familymart,http://www.family.co.jp/content/dam/family/goods/0211215.jpg
36,ソフトいか燻製,5.5,6.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5011056.jpg
37,桜チップで燻製したうずらたまご,5.8,9,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5014781.jpg
38,カフェラテM,6,3.6,コーヒー・フラッペ,Familymart,http://www.family.co.jp/content/dam/family/goods/0211154.jpg
39,マヌカスモーク香るビーフジャーキー,6.3,17.4,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5011100.jpg
40,焼鳥もも,6.4,6.2,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0255622.jpg
41,ニュージーランド牧草牛のビーフジャーキー,6.4,17.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5011094.jpg
42,煮物盛り合わせ,6.5,163,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1160239.jpg
43,たまごサラダ,6.6,3.9,ファミデリカ,Familymart,http://www.family.co.jp/content/dam/family/goods/1130058.jpg
44,コールスローサラダ,6.8,1,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1220537.jpg
45,チーズちくわ,6.8,9.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5016327.jpg
46,焼きちくわ（ぼたん）,6.8,5,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271066.jpg
47,だし巻玉子,7,5.3,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271035.jpg
48,いわし入つみれ汁,7.1,11.6,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020434.jpg
49,きんぴらごぼう,7.3,1.2,ファミデリカ,Familymart,http://www.family.co.jp/content/dam/family/goods/1120011.jpg
50,彩り野菜のにぎり天,7.3,3.5,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271257.jpg
51,いか野菜さつま揚,7.3,5.6,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271080.jpg
52,おつまみカットよっちゃんしろ,7.9,7.9,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4822073.jpg
53,野菜コンソメスープ,8.4,6.5,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020403.jpg
54,スライスサラミ,8.5,20.4,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5017850.jpg
55,ジャッキーカルパス,8.7,13.1,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5010981.jpg
56,シュウマイ巻,8.8,5.6,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271028.jpg
57,チーズ鱈,8.9,12.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5010998.jpg
58,ほっくりポテトサラダ,9.2,1.6,ファミデリカ,Familymart,http://www.family.co.jp/content/dam/family/goods/1130089.jpg
59,春雨スープ,9.8,6.2,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020496.jpg
60,ハーブチキンのシーザーサラダ,10,17.2,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1210460.jpg
61,ローストビーフサラダ,10.4,9.6,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1210484.jpg
62,ごろっと具材の豚汁,10.5,11.4,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020427.jpg
63,八宝菜,10.6,6,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1160314.jpg
64,やわらか種ぬき干し梅,10.6,0.6,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724148.jpg
65,海老の唐揚げ,10.6,5.6,ファミデリカ,Familymart,http://www.family.co.jp/content/dam/family/goods/1110074.jpg
66,牛もつ鍋,10.6,9.7,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020557.jpg
67,カシュー＆マカデミア,11.2,5.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5020232.jpg
68,２種のローストナッツ　カシューナッツ＆アーモンド,11.5,7.9,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5020225.jpg
69,イタリア産トマトのミネストローネ,11.5,8.1,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020489.jpg
70,６種具材の春巻,11.6,3.4,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0254571.jpg
71,スパイシーチキン,11.9,10.5,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0250153.jpg
72,根菜とひじきのごまマヨサラダ,11.9,1.6,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1220445.jpg
73,四川風麻婆豆腐,12.3,14.3,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1160123.jpg
74,生姜かおる！豚しゃぶサラダ,12.7,10.7,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1210408.jpg
75,ちくわぶ,12.8,2.6,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271004.jpg
76,チーズつくね串,12.8,14.3,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0254021.jpg
77,ファミマプレミアムチキン,12.9,21,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0253611.jpg
78,餅入り巾着,12.9,4.7,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0270908.jpg
79,ファミチキ,14.2,12.2,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0253116.jpg
80,鶏つくね串タレ(軟骨入り),14.6,12.6,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0254014.jpg
81,ダックワーズ　オレンジとラムが香るホワイトチョコ,14.9,2.5,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1341072.jpg
82,油淋鶏,15.7,19.4,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1160307.jpg
83,おいしいバターピー,15.7,18.6,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5023097.jpg
84,ハッシュドポテト,15.8,1.9,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0250429.jpg
85,ファミチキ（チーズ味）,16.2,16.7,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0252966.jpg
86,ピリッと焼かまぼこ,16.7,6,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4822998.jpg
87,ごまだれ春雨サラダ,16.9,4.7,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1220506.jpg
88,フィナンシェ,17.3,2.7,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1320909.jpg
89,味付落花生,17.9,18.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5023073.jpg
90,シウマイ＆唐揚げ,18.2,19.6,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1160284.jpg
91,ココア,18.4,4.3,コーヒー・フラッペ,Familymart,http://www.family.co.jp/content/dam/family/goods/0211062.jpg
92,ミルクティー,18.6,3.5,コーヒー・フラッペ,Familymart,http://www.family.co.jp/content/dam/family/goods/0210898.jpg
93,和風ハンバーグ,18.9,14.3,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1161038.jpg
94,ファミマのからあげ（しょうゆ味）,18.9,23.9,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0253536.jpg
95,ジューシーファミメンチ,19.6,10.4,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0254526.jpg
96,フリルレタスのハムとツナのサンド,19.9,8.3,サンドイッチ,Familymart,http://www.family.co.jp/content/dam/family/goods/0911467.jpg
97,フロランタン,20.3,3.4,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1328141.jpg
98,抹茶ラテ,20.9,2.4,コーヒー・フラッペ,Familymart,http://www.family.co.jp/content/dam/family/goods/0211055.jpg
99,マドレーヌ,21,3.4,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1320190.jpg
100,４種のチーズまん,21.1,6.9,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246286.jpg
101,マンゴー,21.3,0.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724223.jpg
102,ワッフルバター,21.9,2.8,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1322101.jpg
103,ソフトさきいか,22.4,30.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/5011018.jpg
104,ミニポテチーズ,23.4,2.8,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0250276.jpg
105,ファミコロ（牛肉コロッケ）,23.5,5,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0250788.jpg
106,フロマージュまん（チーズケーキ風味）,23.8,5.2,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246347.jpg
107,ＲＩＺＡＰふんわり食感チョコチップケーキ,24.4,7.2,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1322767.jpg
108,鶏と蓮根のつくね入り和風スープ,24.4,14.3,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020076.jpg
109,ココナッツオイルでつくったバナナチップス,24.5,0.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724261.jpg
110,かりっと軽いハムカツ風ソースカツ,25.1,5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4823117.jpg
111,ミルクドーナツ,25.2,2.5,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1326246.jpg
112,いももち（ピザ味）,25.4,2,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0255325.jpg
113,ナッツとベリーのホワイトチョコバウム,25.8,4.1,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1341058.jpg
114,小豆最中,25.8,1.7,和菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1310818.jpg
115,ミルフィーユ　ショコラオレンジ,26.4,2.6,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1341065.jpg
116,バターバウムクーヘン,26.4,4.5,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1325010.jpg
117,とろーりたまごとトマトのサンド,27,7.8,サンドイッチ,Familymart,http://www.family.co.jp/content/dam/family/goods/0911474.jpg
118,ディップ焼チュロス（アーモンドチョコソース）,27,5,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1340013.jpg
119,大学芋,27.2,0.8,ファミデリカ,Familymart,http://www.family.co.jp/content/dam/family/goods/1120066.jpg
120,コマさんまん（醤油肉まん）,27.3,5.7,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246323.jpg
121,フユニャンまん（和風肉まん）,27.5,5.8,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246293.jpg
122,全粒粉入り蜜がけラスク,27.6,3,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4821915.jpg
123,いちご,27.7,0.2,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724186.jpg
124,もちっとした皮の水餃子鍋,27.9,9.1,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1020458.jpg
125,具たっぷり肉まん,28,8.9,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246095.jpg
126,コマじろうまん（カレーまん）,28.6,6,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246361.jpg
127,本格肉まん,28.8,7.8,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246170.jpg
128,サクッと香ばしい小さなチョコの木,29.2,3.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4820840.jpg
129,えんどう豆１００％スナック,29.4,11.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824046.jpg
130,海老カレーまん,29.6,6,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246385.jpg
131,チーズたっぷりピザまん,29.6,8.9,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246101.jpg
132,ちょっと堅めのカラムーチョホットチリ味,29.7,3.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824237.jpg
133,フルーツパウンド,29.7,4.1,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1322262.jpg
134,とろーりチーズグラタン,30.2,13.1,惣菜,Familymart,http://www.family.co.jp/content/dam/family/goods/1031119.jpg
135,チーズカレーまん,30.2,7,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246279.jpg
136,ビーフカレーまん,30.5,6.6,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246330.jpg
137,おもいっきり餅太郎,30.7,4,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4822080.jpg
138,ポテトチップス濃いめのり塩,30.8,2.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824114.jpg
139,リンゴ,30.8,0,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724308.jpg
140,レーズンバターサンド,31,3,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1340044.jpg
141,まるごとドライオレンジ,31,0.3,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724391.jpg
142,じっくり揚げたポテトチップスレモンソルト味,31,3,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824329.jpg
143,炙り焼きチャーシューマヨまん,31.2,7.9,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246392.jpg
144,生チョコまん（キャラメルソース入り）,31.6,4.4,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246378.jpg
145,ピックアップサクッと食感チーズ味,32,1.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824121.jpg
146,ピックアップ　サクッと食感コンソメ味,32.1,1.3,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824138.jpg
147,ハニーバターブレッド,32.4,4.2,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1322309.jpg
148,抹茶フラッペ,32.4,3.1,コーヒー・フラッペ,Familymart,http://www.family.co.jp/content/dam/family/goods/0211031.jpg
149,さくさくぱんだミルクチョコビスケット,32.5,4.2,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4821045.jpg
150,プレミアムバウム,32.5,4.6,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1324761.jpg
151,イカフライ,32.5,7.4,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4823049.jpg
152,チョコ＆マカダミアナッツクッキー,32.7,3,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1327120.jpg
153,ふわとろ玉子のビーフデミオムライスおむすび,32.9,6.8,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0411134.jpg
154,フルーツタルト,32.9,3,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1341010.jpg
155,ＲＩＺＡＰチョコチップスコーン,33.1,12,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1322774.jpg
156,ファミマプレミアム　炙り牛焼肉バーガー,33.3,15.2,バーガー,Familymart,http://www.family.co.jp/content/dam/family/goods/0920544.jpg
157,１０種のおつまみミックス,33.3,4.9,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4823001.jpg
158,きんつば,33.4,3.2,和菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1314625.jpg
159,牛カルビまん,33.5,6.8,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246248.jpg
160,ぷりぷり海老の中華風春雨サラダ,33.8,3.9,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1221053.jpg
161,ショコラタルト,33.9,4.1,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1341003.jpg
162,３種ベリーのクランブルタルト,34,4,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1340068.jpg
163,バナナブレッド,34,4.1,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1328318.jpg
164,もっちりパンケーキ,34.5,3.8,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1322729.jpg
165,サクサクとろけるしみチョココーン,34.6,2.9,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4821021.jpg
166,手巻寿司　サラダ巻,34.9,5.3,寿司,Familymart,http://www.family.co.jp/content/dam/family/goods/0510103.jpg
167,海老マヨパスタサラダ,35.3,11.8,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1220513.jpg
168,ファミマプレミアムサンド　石窯バゲットサンド（ハム＆チーズ）,35.5,11.6,サンドイッチ,Familymart,http://www.family.co.jp/content/dam/family/goods/0920018.jpg
169,手巻寿司　牛すき,35.8,4.3,寿司,Familymart,http://www.family.co.jp/content/dam/family/goods/0510035.jpg
170,梅と梅しそおむすび,35.8,3,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0411325.jpg
171,ファミマプレミアムサンド　石窯バゲットサンド（たまご）,36.1,12,サンドイッチ,Familymart,http://www.family.co.jp/content/dam/family/goods/0920117.jpg
172,海鮮肉まん,36.2,7.9,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246316.jpg
173,コアラニャンまん（つぶあんまん）,36.4,5.2,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246309.jpg
174,ふんわりさっくりチョコスティック,37.3,5.6,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4820857.jpg
175,ナッツ＆フルーツ,37.4,3.3,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4724247.jpg
176,スナック棒めんたい味,37.5,5.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824084.jpg
177,小さいがちょうどいい！海老ラーメン,38.1,15,中華めん,Familymart,http://www.family.co.jp/content/dam/family/goods/0811286.jpg
178,手巻　豚ロース生姜焼,38.1,5.3,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0410120.jpg
179,さぬきうどん,38.1,3.8,おでん,Familymart,http://www.family.co.jp/content/dam/family/goods/0271233.jpg
180,ポテトチップス２種のうすしお味,38.1,3.4,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824213.jpg
181,かりかりピーナッツのブロックチョコ,38.3,9.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4821151.jpg
182,アメリカンドッグ,38.6,7.5,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0254151.jpg
183,なげわ　うま塩味,38.6,2,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824039.jpg
184,カフェフラッペ,38.7,2.9,コーヒー・フラッペ,Familymart,http://www.family.co.jp/content/dam/family/goods/0211222.jpg
185,ファミマプレミアム肉まん,39,10,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246149.jpg
186,サクッとかるいコーンチョコ,39.2,4.6,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4820802.jpg
187,厚切りチョコケーキ,39.2,6.7,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1320251.jpg
188,しっとりチョコチップスコーン,39.3,4.6,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1322491.jpg
189,トンポーローまん,39.4,10.9,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246354.jpg
190,魚沼産コシヒカリ　豚角煮,39.5,5.7,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0416603.jpg
191,魚沼産コシヒカリ　昆布〆辛子明太子,39.6,4.3,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0416504.jpg
192,ミニ羊羹　煉,39.7,1.9,和菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1314601.jpg
193,フルーツ香るマカロン（ストロベリー＆レモン）,40,3,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1340075.jpg
194,だしをきかせたいなり寿司,40.1,6.4,寿司,Familymart,http://www.family.co.jp/content/dam/family/goods/0516082.jpg
195,じゃがスティックやさしいコンソメ味,40.4,2.9,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824091.jpg
196,サッポロポテト濃いバーベＱあじ,41,4.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824220.jpg
197,こつぶ餅ピーナッツ,41.3,14.7,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4823124.jpg
198,チョコをつつんだふんわりマシュマロ,41.6,3.3,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4820888.jpg
199,ベビースターラーメン極太麺,41.6,4.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824077.jpg
200,チキンカツサンド,42.1,15.3,サンドイッチ,Familymart,http://www.family.co.jp/content/dam/family/goods/0911368.jpg
201,ベーコンときのこのトマト生パスタサラダ,42.1,8.4,サラダ,Familymart,http://www.family.co.jp/content/dam/family/goods/1220414.jpg
202,ふっくらかるーい麦チョコ,42.5,5.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4820833.jpg
203,みりんいかせんべい,42.6,1.3,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4823186.jpg
204,ほろにがビターチョコリング,42.8,5.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4820819.jpg
205,ディップマカロン（ストロベリーソース）,43,2,焼き菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1340020.jpg
206,炙り焼　ソーセージおむすび,43.2,6,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0411608.jpg
207,ファミポテ（ヨーロッパ産）,43.5,4.3,ホットスナック・揚げ物,Familymart,http://www.family.co.jp/content/dam/family/goods/0250283.jpg
208,トルティーヤ　ミックス,44.3,15.6,ロールパン,Familymart,http://www.family.co.jp/content/dam/family/goods/0921213.jpg
209,チョコマシュマロ,45.3,3.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4825029.jpg
210,キャラメルコーン,46,3.8,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824022.jpg
211,ベビースターラーメン丸チキン味,46,5.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824060.jpg
212,米粉麺使用！レンジ野菜タンメン,46.3,14.6,中華めん,Familymart,http://www.family.co.jp/content/dam/family/goods/0813006.jpg
213,じゃがスティックあっさりうましお味,46.6,3.5,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824008.jpg
214,サンドおむすび　ポークツナチーズ,46.8,7.3,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0411950.jpg
215,ごまむすび（生姜こんぶ）,47.1,4.3,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0411578.jpg
216,チーズクリームスープパスタ,47.4,20.1,パスタ,Familymart,http://www.family.co.jp/content/dam/family/goods/0821322.jpg
217,赤飯おむすび,47.5,5.2,おむすび,Familymart,http://www.family.co.jp/content/dam/family/goods/0414005.jpg
218,いなり寿司３ヶ入,47.6,9,寿司,Familymart,http://www.family.co.jp/content/dam/family/goods/0516006.jpg
219,かっぱえびせんしお味,47.6,4.6,お菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/4824053.jpg
220,ファミマプレミアムサンド　あまおういちごサンド,47.7,8.1,サンドイッチ,Familymart,http://www.family.co.jp/content/dam/family/goods/0911528.jpg
221,どら焼,48,3.8,和菓子,Familymart,http://www.family.co.jp/content/dam/family/goods/1310429.jpg
222,北海道産小豆のこしあんまん,48.1,6.5,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246118.jpg
223,北海道産小豆のつぶあんまん,48.4,6.5,中華まん,Familymart,http://www.family.co.jp/content/dam/family/goods/0246125.jpg
